state_code,district_code,district_sort,district_label,candidate_count,major_party_candidate_count,total_itemized_receipts,tech_itemized_receipts,tech_itemized_donors,ie_support_total,ie_oppose_total,tech_funded_ie_support_total,tech_funded_ie_oppose_total,dem_tech_itemized_receipts,rep_tech_itemized_receipts,ie_net_support,tech_funded_ie_net_support,top_candidate_name,top_candidate_party,top_candidate_tech_itemized_receipts,dem_candidate_name,rep_candidate_name,other_candidate_names,pct_dem,pct_rep,party_label
PA,04,4,PA-04,5,4,670369,762,1.0,1310,209,0,0,762,0,1101,0,"DEAN, MADELEINE",D,762,"DEAN, MADELEINE","WINKLER, DAVID JOHN MR.","KELLER, CHUCK",100.0,0.0,D
PA,05,5,PA-05,3,3,710881,280,1.0,1833,209,0,0,280,0,1624,0,"SCANLON, MARY GAY",D,280,"SCANLON, MARY GAY","DEVAUGHN-GOODWIN, ALFEIA",,100.0,0.0,D
PA,06,6,PA-06,2,2,1198836,26000,8.0,47177,209,2500,0,26000,0,46968,2500,"HOULAHAN, CHRISSY",D,26000,"HOULAHAN, CHRISSY","YOUNG, NEIL CARLIN MR. JR.",,100.0,0.0,D
PA,07,7,PA-07,7,6,6290204,71488,54.0,5946631,20390490,4136782,19977940,67688,3800,-14443859,-15841158,"WILD, SUSAN",D,67688,"WILD, SUSAN","MACKENZIE, RYAN EDWARD","SHUPE, LEWIS",94.68442256042972,5.315577439570277,D
PA,08,8,PA-08,3,3,6378285,50252,36.0,1906002,17385149,1520062,17101266,46952,3300,-15479147,-15581204,"CARTWRIGHT, MATTHEW A.",D,46952,"CARTWRIGHT, MATTHEW A.","BRESNAHAN, ROB",,93.43309719016159,6.566902809838414,D
PA,09,9,PA-09,2,2,868673,0,0.0,5412,1123,2610,0,0,0,4289,2610,"MEUSER, DANIEL",R,0,"WALDMAN, AMANDA","MEUSER, DANIEL",,,,Unknown
PA,10,10,PA-10,8,8,6946408,37287,35.0,1846980,12029605,756962,7654765,36387,900,-10182625,-6897803,"STELSON, JANELLE",D,30945,"STELSON, JANELLE","PERRY, SCOTT",,97.58629012792662,2.4137098720733765,D
PA,11,11,PA-11,5,5,291100,0,0.0,2186,0,1841,0,0,0,2186,1841,"SMUCKER, LLOYD K.",R,0,"ATKINSON, JAMES FREDRICK","SMUCKER, LLOYD K.",,,,Unknown
PA,12,12,PA-12,4,4,2648925,27571,35.0,1348308,209,528966,0,27571,0,1348099,528966,"LEE, SUMMER",D,22911,"LEE, SUMMER","HAYES, JAMES DR.",,100.0,0.0,D
PA,13,13,PA-13,3,3,300301,5550,2.0,7992,209,2647,0,0,5550,7783,2647,"JOYCE, JOHN",R,5550,"FARNHAM, ELIZABETH RHOADS","JOYCE, JOHN",,0.0,100.0,R
PA,14,14,PA-14,7,6,1316143,7800,4.0,5561,632,2219,0,0,7800,4929,2219,"RESCHENTHALER, GUY MR.",R,7800,"DZIADOS, CHRISTOPHER RYAN","RESCHENTHALER, GUY MR.","HALFHILL, ADAM SCOTT",0.0,100.0,R
PA,15,15,PA-15,3,3,1197445,22550,7.0,2983,631,2638,0,250,22300,2352,2638,"THOMPSON, GLENN MR.",R,22300,"WOMER, ZACHERAY MR.","THOMPSON, GLENN MR.",,1.1086474501108647,98.89135254988913,R
PA,16,16,PA-16,3,3,990907,10435,9.0,3256,209,1914,0,10435,0,3047,1914,"NOURI, PRESTON",D,10435,"NOURI, PRESTON","KELLY, GEORGE J JR",,100.0,0.0,D
PA,17,17,PA-17,5,4,3620785,30050,22.0,609963,537842,313048,537633,26750,3300,72121,-224585,"DELUZIO, CHRISTOPHER",D,26750,"DELUZIO, CHRISTOPHER","MERCURI, ROBERT W","CUTERI, CLAYTON ALEXANDER",89.01830282861897,10.98169717138103,D
PR,AL,0,PR-AL,11,5,3275762,2230,5.0,0,0,0,0,2230,0,0,0,"HERNANDEZ RIVERA, PABLO JOSE",D,2230,"HERNANDEZ RIVERA, PABLO JOSE","MELENDEZ, JOSE E","CRUZ VELEZ, EDGARDO; GONZALEZ COLON, JENNIFFER; RAMIREZ-FORT, MARIGDALIA KALETH DR.; ROMAN, ELMER LUIS; VILLAFANE RAMOS, WILLIAM ELY",100.0,0.0,D
RI,01,1,RI-01,8,7,2514017,29169,24.0,102583,0,30069,0,29169,0,102583,30069,"AMO, GABRIEL F",D,28169,"AMO, GABRIEL F","WATERS, ALLEN",,100.0,0.0,D
RI,02,2,RI-02,2,2,1110073,4800,2.0,1646,0,1300,0,4800,0,1646,1300,"MAGAZINER, SETH",D,4800,"MAGAZINER, SETH","CORVI, STEVEN J",,100.0,0.0,D
SC,01,1,SC-01,8,8,2436881,15750,6.0,2872347,5256133,498052,530505,50,15700,-2383786,-32453,"MACE, NANCY",R,14700,"DEFORD, WILLIAM MCADOO MAC","MACE, NANCY",,0.31746031746031744,99.68253968253968,R
SC,02,2,SC-02,5,5,414214,0,0.0,0,0,0,0,0,0,0,0,"REDMOND, HAMPTON CRAFT MR 3RD",R,0,"ROBINSON, ROGER DAVID JR","REDMOND, HAMPTON CRAFT MR 3RD",,,,Unknown
SC,03,3,SC-03,16,14,1100566,2750,5.0,1201622,366453,700,0,0,2750,835169,700,"DUNCAN, JEFFREY D MR.",R,1500,"BEST, BRYON L","DUNCAN, JEFFREY D MR.","BEDENBAUGH, MICHAEL",0.0,100.0,R
SC,04,4,SC-04,6,3,978661,1770,4.0,2257195,24000,397,0,750,1020,2233195,397,"HARVEY, KATHRYN",D,750,"HARVEY, KATHRYN","MORGAN, ADAM","GILLAN, DENNIS MARTIN MR.",42.3728813559322,57.6271186440678,Mixed
SC,05,5,SC-05,3,2,146749,0,0.0,2354,0,2354,0,0,0,2354,2354,"NORMAN, RALPH W. JR.",R,0,"HUNDLEY, EVANGELINE","NORMAN, RALPH W. JR.","TEDDER, ELIZABETH",,,Unknown
SC,06,6,SC-06,8,4,766537,4806,4.0,10,0,0,0,4300,0,10,0,"CLYBURN, JAMES E.",D,4300,"CLYBURN, JAMES E.","BUCKNER, DUKE","DIXON, GREGG; ODDO, JOSEPH",100.0,0.0,D
SC,07,7,SC-07,4,4,1002809,2000,2.0,0,0,0,0,0,2000,0,0,"FRY, RUSSELL",R,2000,"SCOTT, DARYL","FRY, RUSSELL",,0.0,100.0,R
SD,AL,0,SD-AL,7,7,2533700,6600,1.0,124736,0,124736,0,0,6600,124736,124736,"JOHNSON, DUSTY",R,6600,"JOHNSON, SHERYL","JOHNSON, DUSTY",,0.0,100.0,R
TN,01,1,TN-01,7,4,558431,500,1.0,34,0,34,0,0,500,34,34,"HARSHBARGER, DIANA",R,500,"JENKINS, KEVIN","HARSHBARGER, DIANA",,0.0,100.0,R
TN,02,2,TN-02,3,3,918151,0,0.0,0,0,0,0,0,0,0,0,"BURCHETT, TIM",R,0,"GEORGE, JANE ANNE","BURCHETT, TIM",,,,Unknown
TN,03,3,TN-03,4,2,1181591,3300,1.0,675,0,0,0,0,3300,675,0,"FLEISCHMANN, CHARLES J",R,3300,"ALLEN, JACK BURKS MR JR","FLEISCHMANN, CHARLES J",,0.0,100.0,R
TN,04,4,TN-04,9,6,206910,0,0.0,572,0,572,0,0,0,572,572,"DESJARLAIS, SCOTT HON.",R,0,"BRODERICK, VICTORIA","DESJARLAIS, SCOTT HON.","COSGROVE, KATHLEEN M MS",,,Unknown
TN,05,5,TN-05,8,5,1895092,11400,5.0,1029460,73652,269343,0,1250,10150,955808,269343,"GUARENTE, THOMAS A",R,10150,"ABOLFAZLI, MARYAM.","GUARENTE, THOMAS A","FAPARUSI, YOMI FAPAS DR; TITLEY, BOB R.",10.964912280701753,89.03508771929825,R
TN,06,6,TN-06,6,6,1132415,0,0.0,0,0,0,0,0,0,0,0,"FAIRLCOTH, ROY  (CLAY FAIR CLAYBORNE J",D,0,"FAIRLCOTH, ROY  (CLAY FAIR CLAYBORNE J","REID, JOE",,,,Unknown
TN,07,7,TN-07,6,5,2106561,600,1.0,4691,0,815,0,600,0,4691,815,"BARRY, MEGAN",D,600,"BARRY, MEGAN","GREEN, MARK DR.","GREENE, SHAUN JOSEPH",100.0,0.0,D
TN,08,8,TN-08,8,7,1045598,0,0.0,0,0,0,0,0,0,0,0,"KUSTOFF, DAVID",R,0,"FREEMAN, SARAH","KUSTOFF, DAVID","HART, JAMES",,,Unknown
TN,09,9,TN-09,9,7,243790,0,0.0,10,0,0,0,0,0,10,0,"COHEN, STEVE I MR.",D,0,"COHEN, STEVE I MR.","BERGMANN, CHARLOTTE","CLARK, DENNIS JEFFREY",,,Unknown
TX,01,1,TX-01,2,2,312336,4300,2.0,2017,0,1727,0,0,4300,2017,1727,"MORAN, NATHANIEL QUENTIN",R,4300,,"MORAN, NATHANIEL QUENTIN",,0.0,100.0,R
TX,02,2,TX-02,4,4,1831842,0,0.0,1377,0,1029,0,0,0,1377,1029,"CRENSHAW, DANIEL",R,0,"FILLER, PETER STEVEN","CRENSHAW, DANIEL",,,,Unknown
TX,03,3,TX-03,7,6,276515,3800,2.0,0,0,0,0,3800,0,0,0,"SRIVASTAVA, SANDEEP KUMAR",D,3800,"SRIVASTAVA, SANDEEP KUMAR","HARP, SUZANNE CASSIMATIS",,100.0,0.0,D
TX,04,4,TX-04,5,4,287022,0,0.0,1555,0,1265,0,0,0,1555,1265,"FALLON, PATRICK",R,0,"CARDELL, SIMON WB","FALLON, PATRICK",,,,Unknown
TX,05,5,TX-05,3,2,411840,0,0.0,1352,0,1062,0,0,0,1352,1062,"GOODEN, LANCE",R,0,"TORRES, RUTH MS.","GOODEN, LANCE","RODRIGUEZ, ANTONIO",,,Unknown
TX,06,6,TX-06,5,5,2811365,8479,6.0,101325,0,1035,0,0,8479,101325,1035,"ELLZEY, JOHN KEVIN SR.",R,8479,"LOVE, JOHN BENARD III","ELLZEY, JOHN KEVIN SR.",,0.0,100.0,R
TX,07,7,TX-07,10,9,2728218,13100,19.0,27836,6121,6727,3737,13100,0,21715,2990,"AGWAN, PERVEZ S",D,13100,"AGWAN, PERVEZ S","KANE, CAROLINE",,100.0,0.0,D
TX,08,8,TX-08,2,2,684224,6600,1.0,7517,0,1207,0,0,6600,7517,1207,"LUTTRELL, MORGAN JOE",R,6600,"JONES, LAURA","LUTTRELL, MORGAN JOE",,0.0,100.0,R
TX,09,9,TX-09,3,3,203009,0,0.0,0,0,0,0,0,0,0,0,"SIMMONS, IFETAYO",D,0,"SIMMONS, IFETAYO","ALVAREZ, ANDREW RUBEN",,,,Unknown
TX,10,10,TX-10,7,4,2502263,19745,9.0,29008,0,28718,0,250,18995,29008,28718,"MCCAUL, MICHAEL",R,18995,"BOISSEAU, THERESA","MCCAUL, MICHAEL","MEDLEY, STEFAN PAUL MR",1.2990387113535984,98.70096128864641,R
TX,11,11,TX-11,3,1,598953,5800,2.0,1591,0,1301,0,0,5800,1591,1301,"PFLUGER, AUGUST LEE II",R,5800,,"PFLUGER, AUGUST LEE II","MEDINA, RONALD RAZON MR",0.0,100.0,R
TX,12,12,TX-12,9,9,3106780,8700,7.0,1573754,232605,1129,0,0,8700,1341149,1129,"GOLDMAN, CRAIG",R,4000,"HUNT, TREY","GOLDMAN, CRAIG",,0.0,100.0,R
TX,13,13,TX-13,4,2,2209355,7549,5.0,1777,0,1487,0,0,7549,1777,1487,"JACKSON, RONNY LYNN",R,7549,,"JACKSON, RONNY LYNN","CUNNINGHAM, WILLIAM ROBERT MR. JR.",0.0,100.0,R
TX,14,14,TX-14,5,4,645559,0,0.0,2235,0,1945,0,0,0,2235,1945,"WEBER, RANDY",R,0,"HART, RHONDA J","WEBER, RANDY",,,,Unknown
TX,15,15,TX-15,5,4,4250915,9117,9.0,1089573,1576738,971177,1576738,8615,502,-487165,-605561,"VALLEJO, MICHELLE",D,8615,"VALLEJO, MICHELLE","DE LA CRUZ, MONICA",,94.49380278600417,5.506197213995832,D
TX,16,16,TX-16,4,3,692404,1000,2.0,0,0,0,0,1000,0,0,0,"ESCOBAR, VERONICA",D,1000,"ESCOBAR, VERONICA","ARMENDARIZ-JACKSON, IRENE","MONTANEZ BERRIOS (DMB), DELIRIS",100.0,0.0,D
TX,17,17,TX-17,4,3,641528,0,0.0,1584,0,1298,0,0,0,1584,1298,"SESSIONS, PETE",R,0,"LORENZEN, MARK","SESSIONS, PETE",,,,Unknown
TX,18,18,TX-18,17,12,2907539,12650,12.0,73049,0,0,0,12650,0,73049,0,"EDWARDS, AMANDA",D,7800,"EDWARDS, AMANDA","CENTONZE, LANA MRS.","DAVIS, CHANCE; DURAL, KEVIN; HERMES, AARON",100.0,0.0,D
TX,19,19,TX-19,6,4,540978,0,0.0,15751,0,1161,0,0,0,15751,1161,"ARRINGTON, JODEY",R,0,,"ARRINGTON, JODEY","JOHNSON, BERNARD; LEWIS, NATHAN ALLEN",,,Unknown
TX,20,20,TX-20,3,2,376636,1150,4.0,10,0,0,0,1150,0,10,0,"CASTRO, JOAQUIN",D,1150,"CASTRO, JOAQUIN","HAYWARD, WILLIAM REED",,100.0,0.0,D
TX,21,21,TX-21,4,2,2049505,7834,7.0,15783,0,5493,0,6975,459,15783,5493,"HOOK, KRISTIN A DR.",D,6975,"HOOK, KRISTIN A DR.","ROY, CHIP","KING, BOB",93.82566585956417,6.174334140435835,D
TX,22,22,TX-22,4,3,390360,0,0.0,53385,0,2037,0,0,0,53385,2037,"NEHLS, TROY",R,0,"GREENE-SCOTT, MARQUETTE","NEHLS, TROY","KHAN, SAER",,,Unknown
TX,23,23,TX-23,10,10,3180135,23915,12.0,1558920,2573568,429707,2050478,0,23915,-1014648,-1620771,"GONZALES, ERNEST ANTHONY TONY II",R,22300,"BAUSINGER, MELVIN LEE","GONZALES, ERNEST ANTHONY TONY II",,0.0,100.0,R
TX,24,24,TX-24,5,5,1871695,5050,5.0,17257,72740,1097,0,1850,3200,-55483,1097,"VAN DUYNE, ELIZABETH ANN",R,3200,"EPPLER, SAM","VAN DUYNE, ELIZABETH ANN",,36.633663366336634,63.366336633663366,Mixed
TX,25,25,TX-25,6,6,275405,0,0.0,1732,0,1442,0,0,0,1732,1442,"WILLIAMS, ROGER",R,0,"RECTOR, CHRISTOPHER","WILLIAMS, ROGER",,,,Unknown
TX,26,26,TX-26,16,14,1873778,750,2.0,951674,2121238,526361,97,0,750,-1169564,526264,"HUFFMAN, JOHN",R,500,"LEAPHART, KELVIN","HUFFMAN, JOHN","MARKLAND, MONTGOMERY",0.0,100.0,R
TX,27,27,TX-27,7,6,569955,3000,2.0,3124,0,2834,0,1000,2000,3124,2834,"CLOUD, MICHAEL",R,2000,"LLOYD, TANYA W","CLOUD, MICHAEL","LOYD, ERIC SCOTT",33.33333333333333,66.66666666666666,Mixed
TX,28,28,TX-28,8,7,1675178,13200,2.0,3289,0,-15045,0,13200,0,3289,-15045,"CUELLAR, HENRY R.",D,13200,"CUELLAR, HENRY R.","FURMAN, JAY COMMANDER",,100.0,0.0,D
TX,29,29,TX-29,6,6,224142,0,0.0,80,0,0,0,0,0,80,0,"GARZA, ALFREDO ALAN",R,0,"GARCIA, SYLVIA R","GARZA, ALFREDO ALAN",,,,Unknown
TX,30,30,TX-30,9,5,963874,13365,9.0,274,0,264,0,13365,0,274,264,"CROCKETT, JASMINE",D,13365,"CROCKETT, JASMINE","DANIELS, SHOLDON","JEFFERSON, JRMAR; LOYD, ERIC SCOTT",100.0,0.0,D
TX,31,31,TX-31,9,9,877425,11600,4.0,19899,0,1459,0,0,11600,19899,1459,"CARTER, JOHN R REP.",R,11600,"PFEIL, RICK","CARTER, JOHN R REP.",,0.0,100.0,R
TX,32,32,TX-32,20,16,3292122,23688,17.0,1773878,8778,504975,8778,23688,0,1765100,496197,"JOHNSON, JULIE",D,10150,"JOHNSON, JULIE","BLEWETT, DAVID","HALE, KEVIN; TRAN, ASHLEY",100.0,0.0,D
TX,33,33,TX-33,10,9,607791,12600,7.0,0,0,0,0,12600,0,0,0,"VEASEY, MARC ALLISON",D,12600,"VEASEY, MARC ALLISON","BURGESS, CLINT C","JACKSON, PAYTON",100.0,0.0,D
TX,34,34,TX-34,6,6,4621970,19070,14.0,1154640,3411168,167736,3411168,18534,536,-2256528,-3243432,"GONZALEZ, VICENTE",D,18534,"GONZALEZ, VICENTE","FLORES, MAYRA NOHEMI",,97.18930256948086,2.81069743051914,D
TX,35,35,TX-35,7,6,590433,8600,7.0,334,0,324,0,8600,0,334,324,"CASAR, GREG",D,8600,"CASAR, GREG","CUDDY, DAVE MR",,100.0,0.0,D
TX,36,36,TX-36,4,4,303129,500,1.0,4244,0,1256,0,0,500,4244,1256,"BABIN, BRIAN",R,500,,"BABIN, BRIAN",,0.0,100.0,R
TX,37,37,TX-37,6,5,660080,4425,3.0,2351,0,1616,0,4425,0,2351,1616,"DOGGETT, LLOYD",D,4425,"DOGGETT, LLOYD","SHARON, JENNIFER","ALTEKAR, GIRISH",100.0,0.0,D
TX,38,38,TX-38,6,4,713502,1000,1.0,1407,0,1059,0,1000,0,1407,1059,"MCDONOUGH, MELISSA A",D,1000,"MCDONOUGH, MELISSA A","HUNT, WESLEY","AYERS, AVERY LAMARR",100.0,0.0,D
UT,01,1,UT-01,5,4,1091945,4300,2.0,0,0,0,0,0,4300,0,0,"MOORE, BLAKE",R,4300,"CAMPBELL, BILL","MOORE, BLAKE",,0.0,100.0,R
UT,02,2,UT-02,13,10,2071199,8495,5.0,795673,50462,106692,0,0,8495,745211,106692,"STEWART, CHRIS",R,4800,"ADAMS, BRIAN","STEWART, CHRIS","MURSET, TYLER; WALKER, JANUARY",0.0,100.0,R
UT,03,3,UT-03,15,15,2922106,0,0.0,10393,0,0,0,0,0,10393,0,"KENNEDY, MIKE",R,0,"WRIGHT, GLENN J","KENNEDY, MIKE",,,,Unknown
UT,04,4,UT-04,5,3,733662,500,1.0,0,0,0,0,0,500,0,0,"OWENS, BURGESS",R,500,"FALLICK-WANG, KATRINA","OWENS, BURGESS","COOK, VAUGHN R",0.0,100.0,R
VA,01,1,VA-01,3,3,2023276,14711,11.0,1014,0,1014,0,1310,13401,1014,1014,"WITTMAN, ROBERT J. MR.",R,13401,"MEHTA, LESLIE","WITTMAN, ROBERT J. MR.",,8.904901094419142,91.09509890558087,R
VA,02,2,VA-02,4,3,5046287,30450,21.0,2346138,7133119,2003153,6371476,29316,1134,-4786981,-4368323,"COTTER SMASAL, MISSY",D,29316,"COTTER SMASAL, MISSY","KIGGANS, JENNIFER","REID, ROBERT",96.27586206896551,3.724137931034482,D
VA,03,3,VA-03,5,3,338280,1000,1.0,10,0,0,0,1000,0,10,0,"SCOTT, ROBERT C",D,1000,"SCOTT, ROBERT C","SITKA, JOHN DR. III","TAYLOR-YOUNG, RHODA RENEE MS.; WILLIAMS, SHANISE T",100.0,0.0,D
VA,04,4,VA-04,2,2,1325943,6050,5.0,46485,0,26021,0,6050,0,46485,26021,"MCCLELLAN, JENNIFER",D,6050,"MCCLELLAN, JENNIFER","MOHER, WILLIAM",,100.0,0.0,D
VA,05,5,VA-05,5,5,1010190,1975,4.0,2244852,3601869,88029,132227,500,1475,-1357017,-44198,"GOOD, ROBERT G. HON.",R,1475,"WITT, GLORIA TINSLEY","GOOD, ROBERT G. HON.",,25.31645569620253,74.68354430379746,R
VA,06,6,VA-06,4,3,600316,3500,2.0,2019,4795,2019,4795,0,3500,-2776,-2776,"CLINE, BENJAMIN LEE",R,3500,"MITCHELL, KEN","CLINE, BENJAMIN LEE",,0.0,100.0,R
VA,07,7,VA-07,18,17,10197838,73760,84.0,7684607,8095299,3263223,6530882,69892,3868,-410692,-3267659,"VINDMAN, YEVGENY 'EUGENE'",D,53142,"VINDMAN, YEVGENY 'EUGENE'","HAMILTON, CAMERON","ENNIS, CRAIG",94.75596529284165,5.2440347071583515,D
VA,08,8,VA-08,11,6,2144412,8700,6.0,37650,0,0,0,8700,0,37650,0,"BEYER, DONALD STERNOFF JR.",D,8700,"BEYER, DONALD STERNOFF JR.","TORRES, JERRY","HENSEL, BENTLEY FOSTER; KENNEDY, DAVID R.; LEON, STEPHEN ALAN MR.; OLMACK, JERAMY LEE; WEBB, MAJOR MIKE",100.0,0.0,D
VA,09,9,VA-09,3,2,417536,500,1.0,2517,0,2517,0,500,0,2517,2517,"BAKER, KAREN G.H. MS.",D,500,"BAKER, KAREN G.H. MS.","GRIFFITH, H MORGAN","DICKERSON, CAMERON D.",100.0,0.0,D
VA,10,10,VA-10,24,23,8117372,107931,82.0,6364053,200955,2036921,0,87365,20566,6163098,2036921,"SUBRAMANYAM, SUHAS",D,32653,"SUBRAMANYAM, SUHAS","CLANCY, MIKE","ARYAN, DENNIS",80.94523352882861,19.054766471171398,D
VA,11,11,VA-11,3,3,1185735,9050,10.0,28677,0,0,0,9050,0,28677,0,"CONNOLLY, GERALD EDWARD",D,8800,"CONNOLLY, GERALD EDWARD","VAN METER, MICHAEL LEWIS",,100.0,0.0,D
VI,AL,0,VI-AL,3,2,317146,6500,3.0,0,0,0,0,6500,0,0,0,"PLASKETT, STACEY",D,6500,"PLASKETT, STACEY","PICKARD, RONALD",,100.0,0.0,D
VT,AL,0,VT-AL,4,2,651841,2000,3.0,159772,0,2400,0,2000,0,159772,2400,"BALINT, REBECCA 'BECCA'",D,2000,"BALINT, REBECCA 'BECCA'","COESTER, C. MARK MR",,100.0,0.0,D
WA,01,1,WA-01,7,6,1304865,81000,71.0,3159,0,3149,0,81000,0,3159,3149,"DELBENE, SUZAN K",D,81000,"DELBENE, SUZAN K","BREWER, JAMES E.","HEINES, MATTHEW",100.0,0.0,D
WA,02,2,WA-02,8,6,870104,5550,5.0,3149,0,3149,0,5550,0,3149,3149,"LARSEN, RICK",D,5550,"LARSEN, RICK","MILLER, DANIEL","CALL, JASON",100.0,0.0,D
WA,03,3,WA-03,7,6,8309566,140172,111.0,3901929,14712159,2529609,14639880,139122,1050,-10810230,-12110271,"GLUESENKAMP PEREZ, MARIE",D,139122,"GLUESENKAMP PEREZ, MARIE","KENT, JOSEPH","SAUILE ROHMAN, JOHN",99.25092029791969,0.7490797020803014,D
WA,04,4,WA-04,10,8,2204113,12400,5.0,1179537,2172014,262019,290168,0,12400,-992477,-28149,"NEWHOUSE, DAN",R,12400,"BAECHLER, MARY","NEWHOUSE, DAN","GARCIA, BENANCIO; MALAN, JOHN",0.0,100.0,R
WA,05,5,WA-05,16,16,3697545,15584,7.0,226812,7200,62708,0,1000,14584,219612,62708,"BAUMGARTNER, MICHAEL JAMES",R,7484,"CONROY, CARMELA","BAUMGARTNER, MICHAEL JAMES",,6.4168377823408616,93.58316221765914,R
WA,06,6,WA-06,8,7,3260999,56550,43.0,2738453,76,972151,76,56550,0,2738377,972075,"RANDALL, EMILY",D,29750,"RANDALL, EMILY","CLARK, JANIS MENEATRICE",,100.0,0.0,D
WA,07,7,WA-07,6,4,1623620,40475,50.0,3053,0,3019,0,40475,0,3053,3019,"JAYAPAL, PRAMILA",D,40475,"JAYAPAL, PRAMILA","MOON, CLIFFORD E","ISHII, DAVID",100.0,0.0,D
WA,08,8,WA-08,4,4,5047793,166037,120.0,40436,375000,6239,375000,165737,300,-334564,-368761,"SCHRIER, KIM DR.",D,103737,"SCHRIER, KIM DR.","CARMEN, GOERS",,99.81931738106566,0.1806826189343339,D
WA,09,9,WA-09,6,6,1142921,160895,73.0,3295,0,3285,0,160895,0,3295,3285,"CHAUDHRY, MELISSA",D,104895,"CHAUDHRY, MELISSA","GREENE, CLIFFORD MARK",,100.0,0.0,D
WA,10,10,WA-10,10,9,1128339,32137,20.0,3126,0,3062,0,32137,0,3126,3062,"STRICKLAND, MARILYN",D,32137,"STRICKLAND, MARILYN","HEWETT, DON",,100.0,0.0,D
WI,01,1,WI-01,8,7,5195589,34100,15.0,912727,120801,833305,119805,25000,9100,791926,713500,"BARCA, PETER",D,12500,"BARCA, PETER","STEIL, BRYAN GEORGE","TODD, CHESTER",73.31378299120234,26.68621700879765,D
WI,02,2,WI-02,4,4,549058,0,0.0,684,0,0,0,0,0,684,0,"POCAN, MARK",D,0,"POCAN, MARK","BARRY, CHARITY",,,,Unknown
WI,03,3,WI-03,8,7,10884936,82962,100.0,2461484,9780401,1997247,7387365,82603,359,-7318917,-5390118,"COOKE, REBECCA",D,41009,"COOKE, REBECCA","VAN ORDEN, DERRICK F. MR.","PROVANCE, RUSTIN LEVERN",99.56727176297582,0.43272823702417973,D
WI,04,4,WI-04,8,5,374246,0,0.0,137,0,0,0,0,0,137,0,"MOORE, GWEN S",D,0,"MOORE, GWEN S","NATH, PURNIMA",,,,Unknown
WI,05,5,WI-05,3,3,465771,0,0.0,57656,0,1647,0,0,0,57656,1647,"FITZGERALD, SCOTT",R,0,"STEINHOFF, BEN","FITZGERALD, SCOTT",,,,Unknown
WI,06,6,WI-06,4,4,611605,0,0.0,5696,0,1554,0,0,0,5696,1554,"GROTHMAN, GLENN S.",R,0,"WASHBURN, AMY IRENE MS.","GROTHMAN, GLENN S.",,,,Unknown
WI,07,7,WI-07,4,4,949164,0,0.0,33790,0,4108,0,0,0,33790,4108,"KILBOURN, KYLE",D,0,"KILBOURN, KYLE","TIFFANY, TOM",,,,Unknown
WI,08,8,WI-08,6,6,3331069,73725,25.0,1291911,753189,1380,0,1225,72500,538722,1380,"GALLAGHER, MICHAEL JOHN",R,71500,"LYERLY, KRISTIN","GALLAGHER, MICHAEL JOHN",,1.6615801966768398,98.33841980332316,R
WV,01,1,WV-01,5,4,713309,1000,1.0,48035,0,27910,0,0,1000,48035,27910,"MILLER, CAROL DEVINE",R,1000,"UMBERGER, JAMES MILTON","MILLER, CAROL DEVINE","HOLDEN, WES",0.0,100.0,R
WV,02,2,WV-02,9,9,1080926,4518,5.0,1113984,0,269496,0,500,4018,1113984,269496,"MOORE, RILEY",R,3550,"WENDELIN, STEVEN COMMANDER USN, (RET)","MOORE, RILEY",,11.066843736166446,88.93315626383355,R
WY,AL,0,WY-AL,6,3,1160728,100,1.0,10000,0,0,0,0,100,10000,0,"HAGEMAN, HARRIET",R,100,"CAMERON, KYLE G.","HAGEMAN, HARRIET","BRUBAKER, RICHARD",0.0,100.0,R
